Date,Time,Location/Area,Accident Type,Severity,Vehicle Type
2025-04-28,23:06:00,Highway,Rear-end,Severe,Car
2025-04-28,18:14:00,Central,Collision,Moderate,Bicycle
2025-04-28,15:06:00,South,Collision,Moderate,Auto
2025-04-28,07:37:00,Central,Hit-and-run,Severe,Motorcycle
2025-04-29,00:33:00,West,Single Vehicle,Moderate,Motorcycle
2025-04-29,15:40:00,Industrial,Rear-end,Moderate,Bicycle
2025-04-29,08:21:00,Suburban,Hit-and-run,Fatal,Bicycle
2025-04-29,12:23:00,North,Pedestrian,Minor,Motorcycle
2025-04-29,10:48:00,Suburban,Collision,Minor,Auto
2025-04-29,12:36:00,Central,Collision,Severe,Car
2025-04-29,20:43:00,West,Collision,Moderate,Car
2025-04-29,09:00:00,Central,Collision,Severe,Car
2025-04-29,03:09:00,Highway,Collision,Minor,Car
2025-04-29,05:42:00,East,Collision,Moderate,Truck
2025-04-29,06:15:00,Industrial,Collision,Minor,Motorcycle
2025-04-29,04:45:00,Highway,Collision,Moderate,Car
2025-04-29,10:07:00,Central,Single Vehicle,Minor,Car
2025-04-29,12:55:00,Central,Collision,Minor,Car
2025-04-30,18:48:00,Highway,Rear-end,Minor,Bicycle
2025-04-30,22:24:00,South,Rear-end,Moderate,Auto
2025-04-30,09:49:00,Central,Rear-end,Minor,Car
2025-04-30,09:11:00,East,Collision,Minor,Auto
2025-04-30,10:24:00,West,Collision,Minor,Car
2025-04-30,20:16:00,Central,Collision,Minor,Truck
2025-04-30,06:59:00,North,Rear-end,Severe,Bicycle
2025-04-30,17:25:00,Central,Collision,Minor,Car
2025-04-30,03:45:00,East,Rear-end,Minor,Truck
2025-04-30,01:47:00,Highway,Hit-and-run,Severe,Car
2025-04-30,13:13:00,Suburban,Rear-end,Moderate,Car
2025-04-30,12:40:00,West,Rear-end,Moderate,Motorcycle
2025-04-30,11:35:00,Central,Rear-end,Moderate,Bicycle
2025-04-30,06:56:00,Highway,Single Vehicle,Severe,Motorcycle
2025-05-01,01:22:00,East,Collision,Minor,Auto
2025-05-01,12:42:00,Central,Hit-and-run,Fatal,Auto
2025-05-01,13:05:00,Suburban,Pedestrian,Severe,Car
2025-05-01,16:46:00,Industrial,Rear-end,Moderate,Car
2025-05-01,08:04:00,Unknown,Collision,Moderate,Truck
2025-05-01,16:42:00,Industrial,Rear-end,Moderate,Motorcycle
2025-05-01,07:24:00,North,Collision,Minor,Car
2025-05-01,01:17:00,North,Collision,Minor,Bicycle
2025-05-01,23:12:00,Industrial,Collision,Fatal,Bus
2025-05-01,12:42:00,North,Collision,Moderate,Motorcycle
2025-05-01,02:13:00,East,Rear-end,Minor,Motorcycle
2025-05-01,15:27:00,Highway,Single Vehicle,Moderate,Car
2025-05-01,05:17:00,Highway,Collision,Moderate,Motorcycle
2025-05-01,18:58:00,East,Single Vehicle,Minor,Auto
2025-05-01,06:59:00,Highway,Single Vehicle,Moderate,Auto
2025-05-02,09:56:00,Highway,Single Vehicle,Moderate,Car
2025-05-02,08:27:00,West,Pedestrian,Minor,Motorcycle
2025-05-02,01:50:00,North,Collision,Fatal,Truck
2025-05-02,14:55:00,North,Collision,Minor,Car
2025-05-02,04:26:00,South,Rear-end,Minor,Car
2025-05-02,21:31:00,Central,Rear-end,Minor,Motorcycle
2025-05-02,03:46:00,North,Single Vehicle,Moderate,Motorcycle
2025-05-02,19:08:00,North,Single Vehicle,Minor,Car
2025-05-02,03:39:00,East,Rear-end,Minor,Car
2025-05-02,17:31:00,Highway,Collision,Severe,Car
2025-05-02,03:19:00,Central,Collision,Minor,Car
2025-05-02,16:27:00,Industrial,Collision,Severe,Motorcycle
2025-05-02,11:32:00,Industrial,Rear-end,Moderate,Car
2025-05-02,21:03:00,Central,Rear-end,Fatal,Car
2025-05-03,16:45:00,Suburban,Pedestrian,Moderate,Auto
2025-05-03,09:56:00,West,Rear-end,Minor,Car
2025-05-03,21:33:00,South,Single Vehicle,Minor,Motorcycle
2025-05-03,00:47:00,Industrial,Hit-and-run,Severe,Bicycle
2025-05-03,21:02:00,North,Single Vehicle,Severe,Truck
2025-05-03,23:25:00,Industrial,Collision,Minor,Truck
2025-05-03,17:07:00,Central,Single Vehicle,Moderate,Motorcycle
2025-05-03,17:05:00,Highway,Hit-and-run,Moderate,Car
2025-05-03,13:15:00,East,Collision,Fatal,Truck
2025-05-03,14:23:00,West,Collision,Severe,Truck
2025-05-03,11:47:00,North,Single Vehicle,Fatal,Car
2025-05-03,03:38:00,Industrial,Collision,Severe,Motorcycle
2025-05-03,02:29:00,Highway,Rear-end,Severe,Auto
2025-05-03,19:44:00,East,Collision,Minor,Car
2025-05-04,11:12:00,West,Hit-and-run,Severe,Motorcycle
2025-05-04,06:04:00,East,Pedestrian,Moderate,Motorcycle
2025-05-04,10:24:00,Highway,Collision,Fatal,Bus
2025-05-04,00:19:00,East,Rear-end,Moderate,Auto
2025-05-04,05:53:00,Highway,Single Vehicle,Minor,Bus
2025-05-04,14:17:00,Highway,Pedestrian,Moderate,Car
2025-05-04,14:46:00,South,Single Vehicle,Moderate,Car
2025-05-04,18:17:00,North,Rear-end,Minor,Car
2025-05-04,10:01:00,South,Collision,Minor,Truck
2025-05-04,22:09:00,Highway,Rear-end,Moderate,Truck
2025-05-04,01:54:00,North,Hit-and-run,Minor,Bicycle
2025-05-04,13:44:00,East,Collision,Minor,Motorcycle
2025-05-04,01:49:00,Highway,Collision,Minor,Truck
2025-05-04,03:46:00,South,Collision,Severe,Motorcycle
2025-05-04,16:11:00,West,Rear-end,Moderate,Car
2025-05-05,02:46:00,North,Pedestrian,Minor,Motorcycle
2025-05-05,12:12:00,Central,Collision,Moderate,Motorcycle
2025-05-05,08:49:00,Highway,Hit-and-run,Moderate,Bicycle
2025-05-05,06:46:00,Central,Single Vehicle,Minor,Car
2025-05-05,14:56:00,North,Collision,Minor,Bicycle
2025-05-05,22:54:00,Highway,Hit-and-run,Moderate,Motorcycle
2025-05-05,10:10:00,South,Single Vehicle,Minor,Car
2025-05-05,19:18:00,Suburban,Single Vehicle,Moderate,Car
2025-05-05,01:34:00,Suburban,Collision,Minor,Car
2025-05-05,14:38:00,North,Collision,Minor,Motorcycle
2025-05-05,13:52:00,Central,Collision,Fatal,Car
2025-05-05,19:25:00,Industrial,Hit-and-run,Minor,Motorcycle
2025-05-05,21:45:00,East,Hit-and-run,Moderate,Bicycle
2025-05-05,10:13:00,Central,Hit-and-run,Minor,Truck
2025-05-06,02:53:00,Industrial,Collision,Minor,Bus
2025-05-06,16:44:00,Central,Collision,Minor,Car
2025-05-06,11:43:00,Highway,Rear-end,Minor,Motorcycle
2025-05-06,23:23:00,Central,Rear-end,Minor,Car
2025-05-06,20:40:00,Central,Hit-and-run,Minor,Auto
2025-05-06,14:00:00,Central,Rear-end,Moderate,Car
2025-05-06,15:50:00,Suburban,Collision,Moderate,Motorcycle
2025-05-06,04:42:00,Industrial,Collision,Minor,Motorcycle
2025-05-06,19:54:00,Highway,Collision,Severe,Motorcycle
2025-05-06,05:21:00,South,Collision,Minor,Auto
2025-05-06,18:22:00,South,Collision,Minor,Car
2025-05-06,04:55:00,North,Collision,Moderate,Car
2025-05-06,02:53:00,East,Collision,Minor,Bus
2025-05-06,00:18:00,West,Collision,Moderate,Motorcycle
2025-05-07,05:17:00,West,Pedestrian,Minor,Car
2025-05-07,14:11:00,North,Collision,Severe,Car
2025-05-07,01:54:00,Suburban,Hit-and-run,Moderate,Bus
2025-05-07,02:27:00,Central,Hit-and-run,Minor,Bicycle
2025-05-07,16:27:00,Suburban,Rear-end,Minor,Truck
2025-05-07,23:59:00,Central,Single Vehicle,Severe,Auto
2025-05-07,11:58:00,East,Collision,Moderate,Motorcycle
2025-05-07,17:32:00,South,Hit-and-run,Minor,Car
2025-05-07,14:18:00,East,Single Vehicle,Minor,Car
2025-05-07,11:27:00,West,Single Vehicle,Minor,Truck
2025-05-07,15:58:00,East,Collision,Moderate,Motorcycle
2025-05-07,07:51:00,South,Collision,Severe,Bus
2025-05-07,13:48:00,Industrial,Collision,Minor,Truck
2025-05-07,16:36:00,Industrial,Rear-end,Minor,Bicycle
2025-05-08,20:25:00,Highway,Hit-and-run,Severe,Motorcycle
2025-05-08,07:34:00,North,Collision,Moderate,Motorcycle
2025-05-08,14:33:00,West,Rear-end,Moderate,Car
2025-05-08,13:34:00,West,Hit-and-run,Minor,Motorcycle
2025-05-08,17:39:00,South,Rear-end,Moderate,Auto
2025-05-08,19:15:00,East,Single Vehicle,Moderate,Car
2025-05-08,06:37:00,South,Pedestrian,Minor,Bicycle
2025-05-08,02:12:00,Central,Collision,Fatal,Bicycle
2025-05-08,11:22:00,North,Hit-and-run,Severe,Motorcycle
2025-05-08,20:59:00,Central,Collision,Moderate,Car
2025-05-08,23:53:00,Industrial,Rear-end,Moderate,Car
2025-05-08,02:21:00,Industrial,Single Vehicle,Minor,Car
2025-05-08,19:15:00,Suburban,Single Vehicle,Minor,Car
2025-05-08,13:27:00,Industrial,Rear-end,Minor,Motorcycle
2025-05-08,14:47:00,Central,Collision,Moderate,Car
2025-05-09,13:34:00,Highway,Collision,Minor,Truck
2025-05-09,06:59:00,Highway,Rear-end,Severe,Car
2025-05-09,16:44:00,East,Collision,Minor,Car
2025-05-09,11:45:00,West,Rear-end,Moderate,Motorcycle
2025-05-09,19:07:00,Suburban,Collision,Moderate,Bicycle
2025-05-09,03:43:00,East,Collision,Moderate,Truck
2025-05-09,08:54:00,Highway,Collision,Severe,Motorcycle
2025-05-09,05:54:00,Central,Single Vehicle,Fatal,Bus
2025-05-09,15:21:00,North,Hit-and-run,Minor,Truck
2025-05-09,21:20:00,East,Collision,Minor,Auto
2025-05-09,21:25:00,West,Collision,Minor,Car
2025-05-09,20:39:00,Highway,Rear-end,Moderate,Auto
2025-05-09,20:20:00,Suburban,Collision,Minor,Car
2025-05-09,01:24:00,South,Rear-end,Moderate,Auto
2025-05-10,23:40:00,Central,Pedestrian,Minor,Car
2025-05-10,07:00:00,Highway,Rear-end,Moderate,Auto
2025-05-10,10:05:00,West,Hit-and-run,Moderate,Bicycle
2025-05-10,12:22:00,North,Rear-end,Moderate,Car
2025-05-10,16:50:00,East,Single Vehicle,Moderate,Bicycle
2025-05-10,07:22:00,Industrial,Single Vehicle,Minor,Car
2025-05-10,20:42:00,Highway,Rear-end,Minor,Car
2025-05-10,17:42:00,East,Collision,Moderate,Motorcycle
2025-05-10,17:22:00,South,Rear-end,Minor,Bicycle
2025-05-10,13:31:00,Suburban,Collision,Severe,Motorcycle
2025-05-10,14:29:00,Industrial,Hit-and-run,Severe,Motorcycle
2025-05-10,05:12:00,South,Rear-end,Severe,Truck
2025-05-10,10:42:00,North,Collision,Minor,Bicycle
2025-05-10,12:17:00,Industrial,Collision,Moderate,Unknown
2025-05-11,00:22:00,North,Rear-end,Minor,Car
2025-05-11,05:14:00,Central,Single Vehicle,Minor,Car
2025-05-11,08:32:00,East,Rear-end,Minor,Car
2025-05-11,07:20:00,North,Hit-and-run,Minor,Truck
2025-05-11,10:56:00,West,Collision,Minor,Car
2025-05-11,21:38:00,Central,Rear-end,Minor,Car
2025-05-11,18:22:00,West,Rear-end,Fatal,Auto
2025-05-11,23:26:00,North,Hit-and-run,Minor,Car
2025-05-11,08:44:00,Central,Collision,Severe,Motorcycle
2025-05-11,16:43:00,Central,Rear-end,Minor,Car
2025-05-11,11:17:00,Suburban,Collision,Minor,Car
2025-05-11,13:23:00,Highway,Collision,Moderate,Car
2025-05-11,14:50:00,North,Single Vehicle,Moderate,Car
2025-05-11,15:46:00,Highway,Collision,Minor,Auto
2025-05-11,21:39:00,West,Collision,Minor,Car
2025-05-12,21:50:00,Suburban,Rear-end,Minor,Car
2025-05-12,19:41:00,South,Single Vehicle,Minor,Bus
2025-05-12,00:06:00,Industrial,Rear-end,Moderate,Bus
2025-05-12,09:49:00,Central,Pedestrian,Moderate,Bus
2025-05-12,07:47:00,South,Single Vehicle,Minor,Bicycle
2025-05-12,17:19:00,Suburban,Collision,Severe,Bus
2025-05-12,00:26:00,East,Rear-end,Minor,Car
2025-05-12,01:05:00,North,Collision,Moderate,Auto
2025-05-12,00:26:00,Central,Pedestrian,Moderate,Motorcycle
2025-05-12,00:08:00,Industrial,Collision,Fatal,Car
2025-05-12,08:52:00,West,Collision,Moderate,Car
2025-05-12,12:44:00,South,Hit-and-run,Moderate,Car
2025-05-12,00:56:00,Suburban,Rear-end,Minor,Car
2025-05-12,12:30:00,Central,Rear-end,Moderate,Car
2025-05-13,19:20:00,South,Rear-end,Minor,Car
2025-05-13,21:25:00,Suburban,Collision,Minor,Auto
2025-05-13,06:39:00,South,Rear-end,Severe,Auto
2025-05-13,01:47:00,North,Rear-end,Minor,Motorcycle
2025-05-13,05:44:00,East,Single Vehicle,Severe,Unknown
2025-05-13,06:12:00,Highway,Collision,Severe,Car
2025-05-13,13:48:00,Central,Single Vehicle,Moderate,Auto
2025-05-13,17:22:00,Suburban,Hit-and-run,Moderate,Motorcycle
2025-05-13,14:19:00,Highway,Collision,Minor,Car
2025-05-13,01:36:00,North,Hit-and-run,Fatal,Car
2025-05-13,09:53:00,Industrial,Collision,Minor,Car
2025-05-13,22:52:00,South,Single Vehicle,Moderate,Car
2025-05-13,11:27:00,South,Single Vehicle,Moderate,Car
2025-05-13,16:16:00,Highway,Collision,Severe,Car
2025-05-14,07:27:00,Suburban,Collision,Moderate,Car
2025-05-14,10:40:00,Central,Rear-end,Moderate,Car
2025-05-14,02:01:00,East,Collision,Minor,Bicycle
2025-05-14,05:24:00,East,Collision,Minor,Car
2025-05-14,08:57:00,South,Collision,Minor,Car
2025-05-14,05:49:00,South,Hit-and-run,Severe,Truck
2025-05-14,08:40:00,Central,Collision,Moderate,Auto
2025-05-14,06:05:00,Industrial,Single Vehicle,Moderate,Car
2025-05-14,08:10:00,East,Pedestrian,Moderate,Auto
2025-05-14,17:56:00,North,Rear-end,Moderate,Car
2025-05-14,11:37:00,Highway,Single Vehicle,Minor,Car
2025-05-14,07:05:00,Highway,Collision,Minor,Car
2025-05-14,07:44:00,East,Collision,Minor,Motorcycle
2025-05-14,17:10:00,South,Rear-end,Moderate,Car
2025-05-15,19:13:00,West,Rear-end,Minor,Truck
2025-05-15,14:01:00,North,Rear-end,Moderate,Car
2025-05-15,06:39:00,North,Single Vehicle,Moderate,Truck
2025-05-15,10:02:00,Industrial,Single Vehicle,Minor,Car
2025-05-15,19:54:00,Central,Hit-and-run,Minor,Motorcycle
2025-05-15,15:52:00,Central,Pedestrian,Minor,Motorcycle
2025-05-15,03:34:00,Central,Collision,Minor,Truck
2025-05-15,05:32:00,Central,Collision,Moderate,Car
2025-05-15,21:23:00,Central,Hit-and-run,Minor,Auto
2025-05-15,02:18:00,Suburban,Rear-end,Severe,Truck
2025-05-15,08:17:00,North,Rear-end,Moderate,Car
2025-05-15,09:48:00,Central,Collision,Minor,Bicycle
2025-05-15,13:51:00,North,Rear-end,Moderate,Truck
2025-05-15,10:23:00,Suburban,Collision,Moderate,Motorcycle
2025-05-15,17:44:00,East,Hit-and-run,Moderate,Car
2025-05-16,21:34:00,South,Collision,Minor,Motorcycle
2025-05-16,11:00:00,Highway,Collision,Minor,Car
2025-05-16,22:35:00,South,Collision,Minor,Motorcycle
2025-05-16,11:24:00,South,Collision,Minor,Car
2025-05-16,12:44:00,North,Single Vehicle,Severe,Truck
2025-05-16,12:48:00,South,Collision,Moderate,Car
2025-05-16,18:59:00,South,Collision,Severe,Auto
2025-05-16,18:42:00,Industrial,Rear-end,Minor,Car
2025-05-16,22:33:00,North,Rear-end,Minor,Unknown
2025-05-16,13:24:00,West,Collision,Moderate,Bus
2025-05-16,03:15:00,Central,Collision,Minor,Truck
2025-05-16,12:33:00,North,Single Vehicle,Minor,Car
2025-05-16,07:28:00,South,Hit-and-run,Moderate,Car
2025-05-16,22:18:00,Suburban,Collision,Minor,Car
2025-05-17,20:22:00,South,Rear-end,Moderate,Motorcycle
2025-05-17,22:18:00,Industrial,Collision,Minor,Car
2025-05-17,18:24:00,North,Collision,Moderate,Truck
2025-05-17,11:15:00,Central,Hit-and-run,Severe,Motorcycle
2025-05-17,17:53:00,Unknown,Single Vehicle,Minor,Car
2025-05-17,05:50:00,South,Collision,Severe,Car
2025-05-17,17:08:00,Central,Single Vehicle,Moderate,Car
2025-05-17,18:00:00,Central,Collision,Severe,Car
2025-05-17,21:41:00,Highway,Collision,Minor,Motorcycle
2025-05-17,04:18:00,Central,Collision,Moderate,Motorcycle
2025-05-17,23:32:00,West,Collision,Minor,Bus
2025-05-17,08:33:00,South,Single Vehicle,Moderate,Car
2025-05-17,02:15:00,East,Rear-end,Moderate,Auto
2025-05-17,09:43:00,Unknown,Collision,Moderate,Car
2025-05-18,18:39:00,South,Single Vehicle,Severe,Car
2025-05-18,02:54:00,South,Single Vehicle,Minor,Truck
2025-05-18,21:17:00,Industrial,Pedestrian,Minor,Bus
2025-05-18,14:33:00,Highway,Single Vehicle,Moderate,Car
2025-05-18,00:24:00,North,Collision,Moderate,Bus
2025-05-18,06:44:00,Central,Pedestrian,Minor,Auto
2025-05-18,11:05:00,Highway,Hit-and-run,Moderate,Bus
2025-05-18,16:20:00,South,Single Vehicle,Fatal,Car
2025-05-18,20:57:00,West,Pedestrian,Moderate,Auto
2025-05-18,23:05:00,South,Collision,Minor,Bus
2025-05-18,19:31:00,Central,Pedestrian,Minor,Truck
2025-05-18,04:40:00,West,Collision,Fatal,Bus
2025-05-18,03:47:00,East,Collision,Moderate,Bicycle
2025-05-18,11:42:00,North,Collision,Severe,Motorcycle
2025-05-18,19:38:00,East,Single Vehicle,Minor,Car
2025-05-19,23:30:00,Highway,Collision,Moderate,Motorcycle
2025-05-19,17:41:00,West,Rear-end,Moderate,Car
2025-05-19,16:09:00,Central,Rear-end,Minor,Car
2025-05-19,18:29:00,West,Single Vehicle,Moderate,Motorcycle
2025-05-19,08:56:00,Industrial,Collision,Moderate,Car
2025-05-19,03:51:00,Highway,Pedestrian,Moderate,Truck
2025-05-19,20:17:00,West,Single Vehicle,Severe,Auto
2025-05-19,01:59:00,Central,Rear-end,Severe,Motorcycle
2025-05-19,03:23:00,Industrial,Collision,Severe,Auto
2025-05-19,01:51:00,Industrial,Pedestrian,Severe,Car
2025-05-19,14:08:00,Central,Single Vehicle,Moderate,Auto
2025-05-19,01:30:00,South,Pedestrian,Minor,Auto
2025-05-19,03:14:00,South,Collision,Severe,Car
2025-05-19,05:03:00,Industrial,Single Vehicle,Moderate,Car
2025-05-20,06:39:00,North,Rear-end,Minor,Car
2025-05-20,09:08:00,West,Rear-end,Moderate,Bus
2025-05-20,18:44:00,Suburban,Pedestrian,Minor,Auto
2025-05-20,18:08:00,Highway,Collision,Moderate,Car
2025-05-20,21:25:00,Suburban,Pedestrian,Minor,Motorcycle
2025-05-20,11:03:00,Suburban,Rear-end,Minor,Car
2025-05-20,02:16:00,Central,Single Vehicle,Fatal,Motorcycle
2025-05-20,12:15:00,West,Collision,Moderate,Bicycle
2025-05-20,17:14:00,South,Rear-end,Moderate,Car
2025-05-20,07:34:00,Highway,Pedestrian,Moderate,Auto
2025-05-20,20:56:00,North,Collision,Severe,Auto
2025-05-20,14:51:00,Suburban,Collision,Moderate,Bicycle
2025-05-20,00:04:00,West,Single Vehicle,Moderate,Car
2025-05-20,02:54:00,Highway,Collision,Fatal,Car
2025-05-21,07:04:00,Central,Single Vehicle,Minor,Car
2025-05-21,03:19:00,North,Collision,Severe,Truck
2025-05-21,15:14:00,Industrial,Collision,Minor,Truck
2025-05-21,22:17:00,Central,Pedestrian,Moderate,Car
2025-05-21,09:46:00,Highway,Hit-and-run,Minor,Bus
2025-05-21,11:01:00,Central,Rear-end,Moderate,Car
2025-05-21,13:28:00,West,Rear-end,Moderate,Car
2025-05-21,13:12:00,South,Single Vehicle,Fatal,Motorcycle
2025-05-21,01:03:00,West,Collision,Fatal,Car
2025-05-21,22:41:00,Industrial,Rear-end,Fatal,Car
2025-05-21,04:44:00,South,Collision,Minor,Car
2025-05-21,04:09:00,Central,Rear-end,Fatal,Auto
2025-05-21,05:30:00,Central,Collision,Minor,Bus
2025-05-21,12:40:00,West,Collision,Severe,Motorcycle
2025-05-22,08:07:00,East,Rear-end,Minor,Truck
2025-05-22,21:02:00,Industrial,Collision,Moderate,Motorcycle
2025-05-22,14:47:00,East,Collision,Fatal,Car
2025-05-22,13:45:00,East,Hit-and-run,Severe,Truck
2025-05-22,23:08:00,South,Rear-end,Moderate,Truck
2025-05-22,06:29:00,Central,Single Vehicle,Severe,Motorcycle
2025-05-22,19:52:00,South,Hit-and-run,Minor,Motorcycle
2025-05-22,01:10:00,Suburban,Collision,Moderate,Truck
2025-05-22,06:34:00,Highway,Rear-end,Moderate,Car
2025-05-22,05:36:00,South,Collision,Minor,Auto
2025-05-22,16:41:00,West,Pedestrian,Minor,Car
2025-05-22,01:12:00,Highway,Single Vehicle,Minor,Auto
2025-05-22,02:35:00,East,Rear-end,Moderate,Car
2025-05-22,04:55:00,Central,Hit-and-run,Minor,Car
2025-05-22,04:12:00,Central,Collision,Minor,Motorcycle
2025-05-23,00:11:00,East,Rear-end,Minor,Car
2025-05-23,07:36:00,Suburban,Single Vehicle,Moderate,Bus
2025-05-23,11:09:00,Industrial,Collision,Moderate,Motorcycle
2025-05-23,23:59:00,Central,Collision,Moderate,Truck
2025-05-23,03:55:00,North,Rear-end,Moderate,Car
2025-05-23,12:08:00,Highway,Hit-and-run,Minor,Car
2025-05-23,22:51:00,Highway,Collision,Minor,Car
2025-05-23,14:06:00,West,Single Vehicle,Severe,Motorcycle
2025-05-23,10:01:00,West,Collision,Minor,Truck
2025-05-23,09:53:00,Central,Collision,Minor,Motorcycle
2025-05-23,02:55:00,Highway,Hit-and-run,Moderate,Bicycle
2025-05-23,21:59:00,Highway,Collision,Minor,Truck
2025-05-23,13:22:00,North,Hit-and-run,Severe,Auto
2025-05-23,15:38:00,Industrial,Collision,Minor,Car
2025-05-24,09:39:00,North,Collision,Moderate,Car
2025-05-24,09:38:00,Central,Collision,Minor,Car
2025-05-24,11:20:00,North,Single Vehicle,Minor,Car
2025-05-24,08:22:00,Central,Rear-end,Minor,Motorcycle
2025-05-24,00:28:00,South,Pedestrian,Severe,Motorcycle
2025-05-24,04:13:00,South,Collision,Fatal,Motorcycle
2025-05-24,19:25:00,East,Rear-end,Minor,Bus
2025-05-24,07:50:00,East,Rear-end,Severe,Bicycle
2025-05-24,10:04:00,North,Single Vehicle,Moderate,Auto
2025-05-24,11:54:00,Central,Pedestrian,Fatal,Unknown
2025-05-24,00:30:00,West,Hit-and-run,Severe,Car
2025-05-24,21:24:00,South,Collision,Minor,Car
2025-05-24,19:30:00,South,Rear-end,Moderate,Car
2025-05-24,10:49:00,Highway,Rear-end,Moderate,Motorcycle
2025-05-25,04:19:00,Industrial,Single Vehicle,Minor,Motorcycle
2025-05-25,14:43:00,Highway,Collision,Minor,Car
2025-05-25,04:54:00,East,Collision,Severe,Truck
2025-05-25,11:16:00,Central,Rear-end,Severe,Truck
2025-05-25,04:44:00,Industrial,Collision,Severe,Car
2025-05-25,16:01:00,North,Collision,Fatal,Car
2025-05-25,16:24:00,East,Single Vehicle,Severe,Auto
2025-05-25,23:12:00,Central,Rear-end,Minor,Motorcycle
2025-05-25,11:57:00,Highway,Single Vehicle,Minor,Car
2025-05-25,23:38:00,Central,Pedestrian,Minor,Car
2025-05-25,14:27:00,Highway,Collision,Minor,Car
2025-05-25,14:41:00,Highway,Rear-end,Minor,Car
2025-05-25,05:54:00,East,Collision,Moderate,Bus
2025-05-25,11:05:00,Industrial,Single Vehicle,Severe,Car
2025-05-25,19:02:00,West,Rear-end,Severe,Car
2025-05-26,17:57:00,Highway,Rear-end,Moderate,Car
2025-05-26,13:34:00,East,Collision,Severe,Bus
2025-05-26,01:17:00,Highway,Rear-end,Moderate,Car
2025-05-26,08:10:00,East,Collision,Severe,Car
2025-05-26,04:53:00,Suburban,Collision,Minor,Motorcycle
2025-05-26,19:19:00,East,Pedestrian,Minor,Car
2025-05-26,00:04:00,East,Pedestrian,Severe,Car
2025-05-26,22:18:00,Highway,Collision,Minor,Car
2025-05-26,02:21:00,Highway,Rear-end,Moderate,Bus
2025-05-26,05:58:00,West,Single Vehicle,Minor,Bicycle
2025-05-26,04:59:00,Central,Collision,Moderate,Car
2025-05-26,20:18:00,East,Single Vehicle,Fatal,Car
2025-05-26,04:46:00,Suburban,Collision,Minor,Car
2025-05-26,00:15:00,Industrial,Hit-and-run,Severe,Bus
2025-05-27,16:23:00,Highway,Rear-end,Minor,Motorcycle
2025-05-27,18:40:00,Central,Rear-end,Minor,Bus
2025-05-27,13:03:00,East,Single Vehicle,Minor,Truck
2025-05-27,11:14:00,West,Collision,Moderate,Auto
2025-05-27,09:24:00,Highway,Collision,Minor,Auto
2025-05-27,19:43:00,Central,Rear-end,Moderate,Bus
2025-05-27,20:54:00,Highway,Pedestrian,Minor,Motorcycle
2025-05-27,17:34:00,West,Collision,Minor,Car
2025-05-27,23:54:00,North,Pedestrian,Moderate,Motorcycle
2025-05-27,10:13:00,South,Rear-end,Minor,Motorcycle
2025-05-27,01:48:00,North,Collision,Minor,Motorcycle
2025-05-27,17:18:00,East,Pedestrian,Minor,Car
2025-05-27,06:37:00,Central,Collision,Moderate,Truck
2025-05-27,23:35:00,Central,Rear-end,Moderate,Motorcycle
2025-05-28,14:06:00,Highway,Collision,Minor,Truck
2025-05-28,10:29:00,Central,Collision,Minor,Car
2025-05-28,17:18:00,North,Rear-end,Minor,Motorcycle
